tract_geoid,tract_name,county_name
24021752102,"The tract encompassing the neighborhoods of Silver Maple Estates, Ashley Acres, Tranquility, Fremont Hills, Highview, Ijamsville, Ijamsville Heights, Bush Creek Estates, Fremont Acres, Fountain Mills, Sugarloaf Meadows, Englandtowne, Pleasant Grove, Water View, Land of Promise, Oakridge, Old Orchard Estates, Butterfield, and Gently Savage",Frederick County
24021752201,"The tract encompassing the localities of Furnace Ford, Lilypons, and Stronghold",Frederick County
24021752202,The tract 0.7 miles W of the neighborhood of Centerville,Frederick County
24021752205,The tract encompassing the neighborhoods of Big Woods Estates and Centerville,Frederick County
24021752206,The town-center of Urbana,Frederick County
24021752301,The town-center of Ballenger Creek,Frederick County
24021752302,The tract encompassing the village-centers of Adamstown and Buckeystown,Frederick County
24021752303,The village-center of Point of Rocks,Frederick County
24021752501,The tract encompassing the village-centers of Burkittsville and Jefferson,Frederick County
24021752502,"The tract encompassing the neighborhoods of Catoctin Point, Jefferson Heights, Wilber Woods, Boss Arnold Village, Sunrise, and Potomac Overlook",Frederick County
24021752601,The village-center of Middletown,Frederick County
24021752602,The village-center of Braddock Heights,Frederick County
24021752603,"The tract encompassing the communities of Round Hill, Springdale, Ridge Crest Estates, Edinburg Forest, Deer Spring Farms, Edgemont, and Glenbrook Estates",Frederick County
24021752801,"The tract encompassing the communities of Highlands of Monroe, Garfield, June Acres, Wolfe, Ellerton, Turkey Hill, Highland Farms, Highland, Middle Creek Estates, Middlepoint, Wolfsville, Eldridge, Five Forks Estates, Smeltzer, Harp, Meeting House Overlook, Highland Woods, Bittle, and Wistmans Delight",Frederick County
24021752802,The village-center of Myersville,Frederick County
24021752900,The village-center of Sabillasville,Frederick County
24021753001,The town-center of Thurmont,Frederick County
24021753002,"The tract encompassing the neighborhoods of Whispering Pines, Staubs Thurmont Acres, Catoctin Highlands, Colonial Heights, Smithbrook Acres, and Bellemere Estates",Frederick County
24021765100,"The tract encompassing the neighborhoods of Field Pointe, Carrollton, and Maplewood",Frederick County
24021766800,The village-center of Emmitsburg,Frederick County
24021767500,The village-center of Loys,Frederick County
24021767600,The village-center of Woodsboro,Frederick County
24021770700,"The tract encompassing the communities of Bolivar, Harmony Knolls, Hollow Road Estates, Oak Park, West Middletown Estates, Countryside West, Harmony, Hawbottom, Lockwood Heights, Gambrill South, Valley Overlook, Hawbottom Heights, Bolivar Heights, Bidle Hill Acres, Westchester, Picnic Woods Estates, Cross Hollow, Highfields, Middletown Heights, Wiles Estates, Middletown View, Vista Farms, Hollow Estates, Moser, Harshman Estates, and Fishers Hollow",Frederick County
24021772200,The tract 1 miles NE of the locality of Grove,Frederick County
24021773500,The neighborhood of Glade Town,Frederick County
24021775302,The village-center of Knoxville,Frederick County
24021775400,The town-center of Brunswick,Frederick County
24021775600,The tract encompassing the communities of McKaig and Islands of Balmoral,Frederick County
24023000100,"The tract encompassing the village-centers of Friendsville, Hoyes, and Accident",Garrett County
24023000200,The village-center of Grantsville,Garrett County
24023000300,The village-center of Finzel,Garrett County
24023000400,"The tract encompassing the village-centers of Kitzmiller, Bloomington, and Deer Park",Garrett County
24023000501,The tract encompassing the neighborhoods of Green Glade and Hazelhurst,Garrett County
24023000502,The village-center of McHenry,Garrett County
24023000601,The town-center of Oakland,Garrett County
24023000602,"The tract encompassing the communities of Hutton, Lake Ford, Hoyes Run, and Crellin",Garrett County
24023000700,The tract encompassing the village-centers of Mountain Lake Park and Loch Lynn Heights,Garrett County
24025301102,"The tract encompassing the neighborhoods of Michaels Corner, Fountain Green Manufactured Home Community, Bynum Hills, Bynum Overlook, Northridge, Fairway, Harold Heights, Stoney Forest Estates, Todd Lakes, Glenangus, Pembrook, Todd Lakes, and The Valley at James Run",Harford County
24025301105,The tract encompassing the neighborhoods of Laurel Valley and Box Hill North,Harford County
24025301106,The quarter of Emmorton,Harford County
24025301107,"The tract encompassing the neighborhoods of Norris Corner, Woodsdale Meadows, Woodsdale Apartments, White Oak Crest, Box Hill South, Woodsdale Homes, Enclave at Box Hill, and The Waldon",Harford County
24025301108,"The tract encompassing the neighborhoods of Ivy Hill, Village of Bynum Run, Overview Manor, Woodland Run, Broadview, Bradford Barrens, The Cedars, Lou Mar Estates, and Spencer Woods",Harford County
24025301201,"The tract encompassing the neighborhoods of Kenwood Farm Estates, Green Springs Hills, Woodlea, Joppa Acres, Mountain View Estates, Mountain, Singer, Happy Acres, Green Acres, Cochran Hills, Clayton Manor, Lincrest, Claggerts Forest, Clear Acres, Shannon Heath, and McGuigan Park",Harford County
24025301202,"The tract encompassing the neighborhoods of Plumtree Estates, Country Walk, Singer Woods, Laurel Woods, Valley View, and Country Walk Townhomes",Harford County
24025301204,The tract encompassing the neighborhoods of Crisfield Crossing and Oaks of Harford,Harford County
24025301205,"The tract encompassing the neighborhoods of Constant Branch, The Pointe, and Constant Friendship",Harford County
24025301301,"The tract encompassing the neighborhoods of Joppa, Van Bibber Manor, Oaklyn Manor, Annes Delight, and Johnson Manor",Harford County
24025301302,"The tract encompassing the neighborhoods of Woodbridge Center, Stoneleigh Square, Courts of Harford Square, and Edgewater Village",Harford County
24025301401,The town-center of Joppatowne,Harford County
24025301402,The quarter of Magnolia,Harford County
24025301601,The town-center of Edgewood,Harford County
24025301602,"The tract encompassing the neighborhoods of Bauers Mobile Home Park, Willoughby Woods, The Timbers, Harford Landing, Crestwood Acres, Rivershore, Harford Manor, Harbour Oaks, Willoughby Court, and Scholar Woods",Harford County
24025301703,The suburb of Abingdon,Harford County
24025301704,The neighborhood of Village of Church Creek,Harford County
24025301705,The village-center of Riverside,Harford County
24025301706,"The tract encompassing the localities of Holly Woods, Seven Trails, and The Hilltop",Harford County
24025301707,"The tract encompassing the neighborhoods of Long Bar Harbor, West Shore, Wildwood, and The Shores At Waters Edge Condominiums",Harford County
24025302100,"The tract encompassing the neighborhoods of Foxridge, Hopewell Village, Locust Hill Estates, Heritage Estates, Foxridge West, and Deer Creek Estates",Harford County
24025302200,"The tract encompassing the neighborhoods of Loch Leven, Carsins Run Estates, Chapel Hills, Holly Haven, Adams Heights, Level Terrace, and Park Ridge Estates",Harford County
24025302400,The village-center of Perryman,Harford County
24025302801,"The tract encompassing the neighborhoods of Bar Kess Heights, Hillcrest Manor, North Hills, Green Valley, Skyview Estates, Ramsgate Estates, Paradise Heights, and Windemere Estates",Harford County
24025302802,"The tract encompassing the neighborhoods of Burkley Manor, Paradise Manor, Krouseland, Royal Acres, Chesapeake Acres, Woodbrook, and Warwick",Harford County
24025302901,The town-center of Aberdeen,Harford County
24025302902,"The tract encompassing the neighborhoods of Braemar, Dol Ray, Hill Land, Sherwood Homes, and Swan Meadows",Harford County
24025303101,"The tract encompassing the neighborhoods of Pine Crest, Hillview, Prospect Heights, Big Woods, Oak Dale, Tudor Forest, Fountain Green Estates, Tudor Manor, Village of Thomas Run, Knollwood, Fairwood Heights, Moorland, Prospect Green, Wagners Farm, and Fox Chase",Harford County
24025303102,"The tract encompassing the neighborhoods of Allendale Estates, Campus Valley Estates, Pegasus Estates, Todd Estates, Eagle Estates, Deerhaven, Campus Hills Estates, Campus Hill Farms, Bramblewood, and Rolling Green",Harford County
24025303201,The village-center of Forest Hill,Harford County
24025303203,"The tract encompassing the neighborhoods of Klein, Melrose, Frogtown, Bynum, Spenceola North, and Spenceola Farms",Harford County
24025303204,"The tract encompassing the neighborhoods of Harford Village, Forest Lake, The Pond, and Rock Spring",Harford County
24025303205,The suburb of Bel Air North,Harford County
24025303206,"The tract encompassing the neighborhoods of Cedarwood, Drexel, Timberlea, Marywood, Parliament Ridge, Harford Estates, Blake's Legacy, Blake's Legacy II, and Blake's West",Harford County
24025303300,The village-center of Fallston,Harford County
24025303400,The village-center of Pleasant Hills,Harford County
24025303501,The suburb of Bel Air South,Harford County
24025303502,"The tract encompassing the neighborhoods of Watervale, Vale, Valewood Estates, Bel Forest, Bel Air Acres, Brentwood Park, and Vale Hills",Harford County
24025303602,"The tract encompassing the neighborhoods of Parsons Ridge, Sable Woods, Glenwood, Worthington Heights, Bradford Village, Glengate, Glenwood Garth, Colonial Acres, Fairmont, Wakely Terrace, Country Club Park, and White Oak",Harford County
24025303603,"The tract encompassing the neighborhoods of Heritage Woods, Amyclae Estates, Southampton, Longmeadow, Fountain Green, Hampton Ridge, Leeswood, and Kelly Glen",Harford County
24025303605,"The tract encompassing the neighborhoods of Fountain Green Heights, Brierwood, Scots Fancy, Greenbrier Hills, Fountain Glen, and Victorian Square",Harford County
24025303606,"The tract encompassing the neighborhoods of Foxborough Farms, Willow Chase, and Stone Ridge",Harford County
24025303700,The village-center of Churchville,Harford County
24025303801,The city-center of Bel Air,Harford County
24025303802,"The tract encompassing the neighborhoods of Harford Dale, Stonehedge, and Old Fields",Harford County
24025303803,"The tract encompassing the neighborhoods of Harlan Square, Wellington Woods, Majors Choice, Woodside, Moores Mill, Warwick, Shamrock, Oak Ridge, Hickory Hills, Harford Woods, North Bel Air, Morgan Park, and Hickory Village",Harford County
24025303900,"The tract encompassing the neighborhoods of Upper Crest Estates, Country Village, South Bel Air, and Homestead Village",Harford County
24025304101,"The tract encompassing the neighborhoods of Chrome Hill Estates, Meadowlark Estates, and Twin Ridge Estates",Harford County
24025304102,The village-center of Norrisville,Harford County
24025304201,"The tract encompassing the neighborhoods of Highview Estates, Beckley Estates, Greendale Estates, Perry Hall Estates, Cross Country Estates, Eagle View, Charles Manor, Bellvale, and Laurel Brook",Harford County
24025304202,The village-center of Jarrettsville,Harford County
24025305100,The village-center of Pylesville,Harford County
24025305200,"The tract encompassing the communities of Bald Hill, Sturgill, Castleton, Rock Manor, Gallions Corner, Berkley, Millers Store, Lafayettes Crossing, Day Meadows, Broad Creek Park, Deerfield, Dublin, Scarboro, and Dublin Manor",Harford County
24025305300,The village-center of Darlington,Harford County
24025306100,The town-center of Havre de Grace,Harford County
24025306200,The locality of Heron Harbor,Harford County
24025306300,"The tract encompassing the neighborhoods of Oakington Manor, Orchardview Estates, Adams Mobile Home Park, Swan Creek, Crestview, Glenn Heights, Oakington, and Robin Hood Manor",Harford County
24025306400,"The tract encompassing the neighborhoods of Havre de Grace Heights, Shawnee Brook South, Meadowvale, Bayview Estates, Susquehanna River Hills, Meadowvale Manor, and Grace Harbour",Harford County
24025306500,The village-center of Aberdeen Proving Ground,Harford County
24027601103,The tract 0.9 miles E of the neighborhood of Woodland Village,Howard County
24027601104,"The tract encompassing the neighborhoods of Bonnie Acres, Bonnie Brae, Font Hill, and Dunteachin",Howard County
24027601105,The tract encompassing the neighborhoods of Glenmar and Montgomery Run,Howard County
24027601107,The tract 0.8 miles S of the neighborhood of Woodland Village,Howard County
24027601108,The neighborhood of Woodland Village,Howard County
24027601203,The tract encompassing the neighborhoods of Lennox Park and Washington Manor Park,Howard County
24027601204,"The tract encompassing the neighborhoods of Glen Cove Estates, Harwood Park, Hunt Club Estates, and Marble Hill",Howard County
24027601205,"The tract encompassing the neighborhoods of Rockburn Commons, Lawyers Hill, and Quail Ridge",Howard County
24027601206,The tract encompassing the village-centers of Hanover and Elkridge,Howard County
24027602100,The tract encompassing the neighborhoods of Mount Hebron and Rockland,Howard County
24027602201,The tract 1.1 miles NW of the neighborhood of Pine Orchard,Howard County
24027602202,"The tract encompassing the neighborhoods of Chatham, Brinkleigh, Valley Meade, and Chatham Gardens",Howard County
24027602302,The neighborhood of Valley View,Howard County
24027602303,The tract 1.5 miles SW of the neighborhood of Pine Orchard,Howard County
24027602304,The neighborhood of Pine Orchard,Howard County
24027602305,The suburb of Gray Rock,Howard County
24027602306,"The tract encompassing the suburbs of Dorsey's Search, Dunloggin, and Plum Tree",Howard County
24027602600,The neighborhood of Kaiser Park at Ellicott City,Howard County
24027602700,The village-center of Ilchester,Howard County
24027602800,The town-center of Ellicott City,Howard County
24027602900,"The neighborhood of Chestnut Hill, Howard County",Howard County
24027603001,The village-center of Marriottsville,Howard County
24027603003,The neighborhood of Buttercup Estates,Howard County
24027603004,The neighborhood of Friendship Manor,Howard County
24027604001,The village-center of Lisbon,Howard County
24027604003,The village-center of Cooksville,Howard County
24027604004,"The tract encompassing the communities of Daisy, Roxbury, and Gary",Howard County
24027605103,"The tract encompassing the neighborhoods of Cabin Hill, Haviland Hills, Swann Hills, Chris Mar Estates, Greene Fields, and Waterford",Howard County
24027605104,The village-center of Dayton,Howard County
24027605105,The suburb of Maple Lawn,Howard County
24027605106,The village-center of Highland,Howard County
24027605401,The tract encompassing the neighborhoods of The Birches and Running Brook,Howard County
24027605403,The suburb of Wilde Lake,Howard County
24027605404,The city-center of Columbia,Howard County
24027605502,The suburb of Harper's Choice,Howard County
24027605503,"The tract encompassing the neighborhoods of Beech Creek, Elioak, and Longfellow",Howard County
24027605504,The neighborhood of Heritage Heights,Howard County
24027605505,The suburb of River Hill,Howard County
24027605601,"The tract encompassing the neighborhoods of Clarys Forest, Braeburn, Cedar Acres, and Cedar Woods",Howard County
24027605602,The suburb of Hickory Ridge,Howard County
24027606601,"The tract encompassing the neighborhoods of Locust Park, Thunder Hill, Guilford Downs, and Wardens Landing",Howard County
24027606603,The suburb of Oakland Mills,Howard County
24027606604,The tract encompassing the neighborhoods of Sewells Orchard and Jeffers Hill,Howard County
24027606606,The suburb of Long Reach,Howard County
24027606607,"The tract encompassing the neighborhoods of Phelps Luck, Barrington Woods, and Glenmont",Howard County
24027606701,"The tract encompassing the neighborhoods of Arrowhead, Donleigh, and MacGills Common",Howard County
24027606704,The suburb of Owen Brown,Howard County
24027606706,The tract 1.1 miles SW of the neighborhood of Woodland Village,Howard County
24027606708,The neighborhood of Hopewell,Howard County
24027606803,The suburb of Kings Contrivance,Howard County
24027606804,The neighborhood of Huntington,Howard County
24027606805,"The tract encompassing the neighborhoods of Saybrook, Tower Acres, Lillys Addition, Lakeview, Rosemont, Coon Manor, Pine Valley, Cardinal Forest, Chelsea Estates, Hammond Hills, and Leishear Knolls",Howard County
24027606807,"The tract encompassing the neighborhoods of Twin Oaks, Kindler Estates, and Warfields Range",Howard County
24027606808,The village-center of Scaggsville,Howard County
24027606901,"The tract encompassing the neighborhoods of Villa Heights, Glen Court, Aspenwood, Heritage Woods, Autumn Woods, Sharewood Acres, Washington Manor, Mission Heights, Nordeau, Asbury Woods, and Cedars",Howard County
24027606904,The tract encompassing the neighborhoods of North Ridge and Northgate Woods,Howard County
24027606905,The village-center of Savage,Howard County
24027606906,The village-center of North Laurel,Howard County
24027606907,The tract encompassing the neighborhoods of Canterbury Riding and Hammonds Promise,Howard County
24029950100,The tract encompassing the village-centers of Millington and Galena,Kent County
24029950200,The tract encompassing the village-centers of Betterton and Still Pond,Kent County
24029950300,The town-center of Chestertown,Kent County
24029950400,"The tract encompassing the village-centers of Georgetown, Tolchester, and Tolchester Beach",Kent County
24029950500,The village-center of Rock Hall,Kent County
24029990000,The tract 1.6 miles W of the community of Delta Heights,Kent County
24031700101,"The tract encompassing the neighborhoods of Layton Ridge, Ward Farm Estates, Goshen Hunt Estates, Burnham Woods, Burnham Hills, and Goshen Hunt Hills",Montgomery County
24031700103,The village-center of Laytonsville,Montgomery County
24031700104,The tract 1 miles SE of the community of Goshen,Montgomery County
24031700105,The tract encompassing the neighborhoods of Rosewood Estates and Hadley Farms,Montgomery County
24031700204,"The tract encompassing the neighborhoods of Browningsville, Lewisdale, and Purdum",Montgomery County
24031700206,"The tract encompassing the neighborhoods of Garfield Manor, Damascus Hill, Ronalee Hills, and Park View Estates",Montgomery County
24031700207,"The tract encompassing the neighborhoods of Greenhills, Damascus Manor, Chesney, Damascus View, Damascus Valley Park, Damascus Gardens, and County View",Montgomery County
24031700208,The town-center of Damascus,Montgomery County
24031700209,"The tract encompassing the neighborhoods of Cedar Heights Estates, Burton Woods, Spring Garden Estates, Banner Country, Cedar Grove Knolls, Sweepstakes, Wilderness Walk, Brinkwood Estates, Wildcat Forest, Cedar Heights, Longview South, Kings Valley Manor, Watkins Overlook, and Kingstead Knolls",Montgomery County
24031700210,The town-center of Clarksburg,Montgomery County
24031700306,The tract encompassing the neighborhoods of Liberty Heights and Germantown Estates,Montgomery County
24031700308,The tract 1.2 miles NW of the town-center of Germantown,Montgomery County
24031700309,The town-center of Germantown,Montgomery County
24031700310,The tract encompassing the neighborhoods of North Germantown and Black Hill,Montgomery County
24031700313,The neighborhood of Meadowbrook Estates,Montgomery County
24031700314,The suburb of Milestone,Montgomery County
24031700315,The neighborhood of Fountain View,Montgomery County
24031700316,"The tract encompassing the neighborhoods of Clarksburg Heights, Clarksbrook Estates, and Running Brook Acres",Montgomery County
24031700317,The village-center of Ten Mile Creek,Montgomery County
24031700318,The locality of Kingsley,Montgomery County
24031700400,The village-center of Barnesville,Montgomery County
24031700500,The town-center of Poolesville,Montgomery County
24031700604,The village-center of Darnestown,Montgomery County
24031700606,The town-center of North Potomac,Montgomery County
24031700608,The town-center of Travilah,Montgomery County
24031700610,"The tract encompassing the neighborhoods of Longdraft, Quince Orchard Valley, Fernshire Woods, Quince Orchard Manor, Relda Square, and Parkridge",Montgomery County
24031700611,The tract 1.2 miles NW of the neighborhood of Blackrock Hills,Montgomery County
24031700613,"The tract encompassing the neighborhoods of Blackrock Estates, Kingsview Knolls, Cedar Creek Estates, Blackrock Hills, Brownstown Estates, Seneca Park Acres, and Clopper's Mill West",Montgomery County
24031700614,"The tract encompassing the neighborhoods of Pleasant Fields, Farmingdale Estates, Williamsburg Square, and Clopper's Mill",Montgomery County
24031700615,"The tract encompassing the neighborhoods of Potomac Chase, Mountain View Estates, Fox Hills Green, Mills Farm, and Fox Hills North",Montgomery County
24031700616,"The tract encompassing the neighborhoods of Quince Orchard Knolls, Potomac Grove, and Mills Farm East",Montgomery County
24031700617,The tract 0.7 miles E of the town-center of North Potomac,Montgomery County
24031700618,The quarter of Big Pines,Montgomery County
24031700706,"The tract encompassing the neighborhoods of Metropolitan Grove, Clopper, Bennington, and Parkridge Estates",Montgomery County
24031700710,The quarter of Emory Grove,Montgomery County
24031700711,The suburb of Shady Grove,Montgomery County
24031700713,The tract 0.8 miles S of the village-center of Whetstone,Montgomery County
24031700715,The tract encompassing the neighborhoods of Quail Valley and Charlene,Montgomery County
24031700718,The suburb of King Farm,Montgomery County
24031700720,The tract 0.6 miles W of the quarter of Emory Grove,Montgomery County
24031700721,The tract 0.5 miles SW of the village-center of Whetstone,Montgomery County
24031700723,The tract 0.6 miles N of the community of Observatory Heights,Montgomery County
24031700724,The tract 0.4 miles W of the community of Observatory Heights,Montgomery County
24031700725,The tract 0.4 miles NE of the city-center of Gaithersburg,Montgomery County
24031700726,The tract 0.7 miles NE of the city-center of Gaithersburg,Montgomery County
24031700727,The city-center of Gaithersburg,Montgomery County
24031700728,The tract encompassing the neighborhoods of Walnut Hill and Oakmont Manor,Montgomery County
24031700729,The tract 0.3 miles SW of the suburb of Flower Hill,Montgomery County
24031700730,The suburb of Flower Hill,Montgomery County
24031700731,The community of Observatory Heights,Montgomery County
24031700732,The neighborhood of Rosemont,Montgomery County
24031700733,The tract 0.8 miles NE of the neighborhood of Metropolitan Grove,Montgomery County
24031700810,The tract encompassing the neighborhoods of Watkins Mill and Prathertown,Montgomery County
24031700811,The quarter of Stewart Town,Montgomery County
24031700812,The town-center of Montgomery Village,Montgomery County
24031700813,The tract 0.6 miles W of the town-center of Montgomery Village,Montgomery County
24031700815,"The tract encompassing the neighborhoods of Stoneridge, Old Germantown, Germantown View, Germantown Park, and Fountain Hills",Montgomery County
24031700818,The neighborhood of The Colony,Montgomery County
24031700819,The tract 0.6 miles SW of the suburb of Fox Chapel,Montgomery County
24031700820,The neighborhood of Pleasant Run,Montgomery County
24031700822,The tract encompassing the neighborhoods of Orchard Place and Diamond Farms,Montgomery County
24031700823,"The tract encompassing the neighborhoods of West Riding, Fernshire Farms, Bridlewood, and Coventry",Montgomery County
24031700824,The tract 0.6 miles W of the suburb of Kentlands,Montgomery County
24031700826,The suburb of Kentlands,Montgomery County
24031700828,The tract 1 miles NE of the town-center of North Potomac,Montgomery County
24031700829,The tract 0.6 miles SE of the neighborhood of Diamond Farms,Montgomery County
24031700830,The tract 0.6 miles SE of the neighborhood of Meadowbrook Estates,Montgomery County
24031700832,The suburb of Fox Chapel,Montgomery County
24031700833,"The tract encompassing the neighborhoods of Kings Square, Quail Ridge, Middlebrook, Seneca Park, and Plumgar",Montgomery County
24031700834,The neighborhood of Brandermill,Montgomery County
24031700835,"The tract encompassing the neighborhoods of Neelsville, Freedom Forest, Chadswood, and Wexford",Montgomery County
24031700836,The tract 0.7 miles SW of the neighborhood of Crown,Montgomery County
24031700837,The tract 0.5 miles NW of the neighborhood of Rio,Montgomery County
24031700838,The neighborhood of Hunting Hill,Montgomery County
24031700839,The tract encompassing the neighborhoods of Crown and Rio,Montgomery County
24031700901,The city-center of Rockville,Montgomery County
24031700902,The neighborhood of Croydon Park,Montgomery County
24031700903,The neighborhood of Beantown,Montgomery County
24031700904,The tract 0.4 miles SW of the neighborhood of Rockland,Montgomery County
24031700905,The tract encompassing the neighborhoods of Montrose and Rollins Park,Montgomery County
24031701001,The tract encompassing the neighborhoods of Hungerford Towne and North Farm,Montgomery County
24031701002,"The tract encompassing the neighborhoods of Potomac Woods, Falls Orchard, and Potomac Springs",Montgomery County
24031701004,The neighborhood of Woodley Gardens,Montgomery County
24031701005,The neighborhood of West End Park,Montgomery County
24031701006,The neighborhood of Glenora Hills,Montgomery County
24031701007,The tract 0.7 miles NE of the neighborhood of Glenora Hills,Montgomery County
24031701101,"The tract encompassing the neighborhoods of Broadwood Manor, Twin Brook Forest, and Silver Rock",Montgomery County
24031701102,"The tract encompassing the neighborhoods of Twin Brook, Rockland, and Rockcrest",Montgomery County
24031701201,The tract encompassing the neighborhoods of Randolph Hills and Franklin Park,Montgomery County
24031701202,The village-center of Garrett Park,Montgomery County
24031701205,"The tract encompassing the neighborhoods of Luxmanor, Old Georgetown Estates, Walnut Woods, Old Farm, Tilden Woods, and Montrose Forest",Montgomery County
24031701206,"The tract encompassing the neighborhoods of Regency Estates, Willerburn Acres, Montgomery Square, and Beverly Farms",Montgomery County
24031701210,The tract encompassing the neighborhoods of Copenhaver and Fox Hills West,Montgomery County
24031701211,The village-center of Derwood,Montgomery County
24031701212,The town-center of Redland,Montgomery County
24031701214,"The neighborhood of Parkside, Montgomery County",Montgomery County
24031701215,The tract 0.4 miles NE of the neighborhood of Wildwood Manor,Montgomery County
24031701216,The town-center of North Bethesda,Montgomery County
24031701218,The tract 0.3 miles NW of the neighborhood of Pike and Rose,Montgomery County
24031701219,The neighborhood of Spring Lake Park,Montgomery County
24031701220,The neighborhood of Glen Hills,Montgomery County
24031701221,The tract 0.7 miles S of the neighborhood of Hunting Hill,Montgomery County
24031701222,The neighborhood of NoBe District,Montgomery County
24031701223,The tract 0.5 miles SW of the neighborhood of Wickford,Montgomery County
24031701303,The tract 0.9 miles NW of the neighborhood of Sycamore Creek,Montgomery County
24031701304,The tract encompassing the neighborhoods of Brookeville Knolls and Olney Town,Montgomery County
24031701306,The tract encompassing the neighborhoods of Brookemanor Estates and Olney Acres,Montgomery County
24031701307,"The tract encompassing the neighborhoods of Bowie Mill Park, Bowie Mill Estates, and Granby Woods",Montgomery County
24031701308,The quarter of Norbeck,Montgomery County
24031701312,The town-center of Olney,Montgomery County
24031701313,"The tract encompassing the neighborhoods of Cashell Manor, Cherrywood, Cashell Woods, and Norbeck Estates",Montgomery County
24031701314,The tract encompassing the neighborhoods of Highlands of Olney and Hallowell,Montgomery County
24031701315,The tract encompassing the neighborhoods of Timberland Estates and Hollow Crest Community,Montgomery County
24031701316,The tract encompassing the village-centers of Ashton and Sandy Spring,Montgomery County
24031701317,The village-center of Brookeville,Montgomery County
24031701407,The village-center of Cloverly,Montgomery County
24031701408,The tract encompassing the village-centers of Spencerville and Burtonsville,Montgomery County
24031701409,The tract encompassing the neighborhoods of Peach Orchard Heights and Perrywood Estates,Montgomery County
24031701414,The town-center of Fairland,Montgomery County
24031701415,"The tract encompassing the neighborhoods of Fairknoll, Smithville, and Paint Branch Farms",Montgomery County
24031701417,The tract 0.8 miles W of the neighborhood of Greencastle Manor,Montgomery County
24031701418,The tract 0.3 miles NE of the community of Deer Park,Montgomery County
24031701422,The tract 0.7 miles SW of the neighborhood of Green Castle Lakes,Montgomery County
24031701423,The tract encompassing the neighborhoods of Green Castle Lakes and Greencastle Lakes,Montgomery County
24031701424,"The community of Deer Park, Montgomery County",Montgomery County
24031701425,The tract 0.7 miles SE of the neighborhood of Rolling Acres,Montgomery County
24031701426,"The tract encompassing the neighborhoods of Valley Stream Estates, Oak Fair, Castlegate, Townes of Gloucester, and Silverwood",Montgomery County
24031701427,"The tract encompassing the neighborhoods of New Birmingham Manor, Saddle Creek, Highland Village, Parkview Village, and Watercrest Village",Montgomery County
24031701503,The town-center of Colesville,Montgomery County
24031701505,The town-center of White Oak,Montgomery County
24031701506,The village-center of Burnt Mills,Montgomery County
24031701507,"The tract encompassing the neighborhoods of Drumeldra Hills, Sherwood Forest, Colesville Manor, Old Salem Village, and North Sherwood Forest",Montgomery County
24031701508,The neighborhood of Pine Hill,Montgomery County
24031701509,The village-center of Hillandale,Montgomery County
24031701601,The tract 0.3 miles E of the neighborhood of Oakview,Montgomery County
24031701602,The tract encompassing the neighborhoods of Oakview and Northwest Park,Montgomery County
24031701701,The town-center of Takoma Park,Montgomery County
24031701702,The tract 0.3 miles W of the neighborhood of Kilmarock,Montgomery County
24031701703,The neighborhood of New Hampshire Gardens,Montgomery County
24031701704,The tract 0.5 miles SE of the neighborhood of Carroll Manor,Montgomery County
24031701800,The neighborhood of Carroll Manor,Montgomery County
24031701900,The neighborhood of Kilmarock,Montgomery County
24031702000,The tract encompassing the neighborhoods of Browns Corner and New Hampshire Estates,Montgomery County
24031702101,"The tract encompassing the neighborhoods of Franklin Knolls, Clifton Park Village, and Montgomery Knolls",Montgomery County
24031702102,The tract encompassing the neighborhoods of Indian Spring Village and Woodmoor,Montgomery County
24031702200,The tract encompassing the neighborhoods of Indian Spring Terrace and Brookside Forest,Montgomery County
24031702301,The neighborhood of Goodacre Knolls,Montgomery County
24031702302,"The tract encompassing the neighborhoods of Seven Oaks, Highland View, and North Hills Sligo Park",Montgomery County
24031702401,The neighborhood of North Takoma Park,Montgomery County
24031702402,The tract encompassing the neighborhoods of Sligo Park Hills and Queen Annes,Montgomery County
24031702501,The tract 0.4 miles S of the city-center of Silver Spring,Montgomery County
24031702502,The tract 0.6 miles W of the neighborhood of North Takoma Park,Montgomery County
24031702503,The city-center of Silver Spring,Montgomery County
24031702602,The neighborhood of Rock Creek Gardens,Montgomery County
24031702603,The tract 0.3 miles E of the neighborhood of Blair Circle,Montgomery County
24031702604,The neighborhood of Blair Circle,Montgomery County
24031702700,"The tract encompassing the neighborhoods of Rock Creek Forest, Lyttonsville, Rosemary Hills, and Forest Glen Park",Montgomery County
24031702800,The suburb of Montgomery Hills,Montgomery County
24031702900,"The tract encompassing the neighborhoods of South Woodside Park, Woodside Forest, and Woodside Park",Montgomery County
24031703000,The neighborhood of Fairway,Montgomery County
24031703100,The village-center of Four Corners,Montgomery County
24031703201,"The tract encompassing the neighborhoods of English Manor, Aspen Knolls, and Rock Creek Village",Montgomery County
24031703202,The tract encompassing the neighborhoods of Manor Park and Sycamore Creek,Montgomery County
24031703206,The tract encompassing the neighborhoods of Foxhall and Lutes,Montgomery County
24031703207,The town-center of Glenmont,Montgomery County
24031703208,The village-center of Kemp Mill,Montgomery County
24031703209,The tract 0.5 miles N of the neighborhood of Chestnut Ridge,Montgomery County
24031703210,The neighborhood of Northwood Park,Montgomery County
24031703213,The tract 0.6 miles E of the neighborhood of English Manor,Montgomery County
24031703214,The tract 0.4 miles NW of the community of Hermitage Park,Montgomery County
